Source,Target,Type,Id,Label,Weight
3098,11424,Directed,22153,,5
3358,12782,Directed,22154,,2
2531,1348,Directed,22155,,1
934,6963,Directed,22156,,4
2658,5715,Directed,22157,,1
934,3779,Directed,22158,,1
2271,7190,Directed,22159,,1
930,8301,Directed,22160,,1
1728,10194,Directed,22161,,1
5774,8161,Directed,22162,,1
5525,2283,Directed,22163,,1
5912,11065,Directed,22164,,2
2271,4602,Directed,22165,,2
6815,934,Directed,22166,,1
5991,924,Directed,22167,,2
6506,934,Directed,22168,,2
1507,11041,Directed,22169,,1
3942,939,Directed,22170,,1
6914,7021,Directed,22171,,1
7013,6015,Directed,22172,,1
8054,3850,Directed,22173,,2
4083,935,Directed,22174,,2
5822,932,Directed,22175,,1
934,10829,Directed,22176,,1
5807,9795,Directed,22177,,1
1945,5822,Directed,22178,,2
5707,341,Directed,22179,,1
1863,12548,Directed,22180,,3
2842,11519,Directed,22181,,1
5982,337,Directed,22182,,1
2842,11393,Directed,22183,,1
2859,12083,Directed,22184,,1
3045,11424,Directed,22185,,6
3370,11519,Directed,22186,,1
2575,4332,Directed,22187,,1
341,2072,Directed,22188,,1
2455,4384,Directed,22189,,1
1145,2455,Directed,22190,,1
924,6006,Directed,22191,,1
2454,4143,Directed,22192,,1
2455,4142,Directed,22193,,7
5816,948,Directed,22194,,1
1945,5816,Directed,22195,,1
1783,11781,Directed,22196,,3
2859,9025,Directed,22197,,1
6503,335,Directed,22198,,1
1783,11786,Directed,22199,,2
2271,6016,Directed,22200,,3
3010,9213,Directed,22201,,1
412,4281,Directed,22202,,6
2282,4568,Directed,22203,,1
4120,685,Directed,22204,,1
934,2107,Directed,22205,,2
5830,5648,Directed,22206,,1
5830,940,Directed,22207,,1
5653,5818,Directed,22208,,15
3010,9199,Directed,22209,,1
3446,4264,Directed,22210,,11
2271,4303,Directed,22211,,188
2282,6021,Directed,22212,,95
2271,5953,Directed,22213,,44
935,5942,Directed,22214,,47
3664,11248,Directed,22215,,5
305,5904,Directed,22216,,2
5904,305,Directed,22217,,2
1863,12710,Directed,22218,,2
1939,3863,Directed,22219,,1
3446,5839,Directed,22220,,64
1939,12375,Directed,22221,,2
1025,11424,Directed,22222,,4
3192,11416,Directed,22223,,1
1863,10111,Directed,22224,,1
1857,14668,Directed,22225,,1
1863,12277,Directed,22226,,1
1863,14314,Directed,22227,,1
832,12423,Directed,22228,,1
765,12330,Directed,22229,,1
832,3863,Directed,22230,,1
1863,13295,Directed,22231,,1
832,12438,Directed,22232,,1
3045,11561,Directed,22233,,1
1863,12627,Directed,22234,,2
1674,3859,Directed,22235,,5
2881,11425,Directed,22236,,2
3569,12550,Directed,22237,,1
1707,3855,Directed,22238,,1
2859,11293,Directed,22239,,4
2859,11266,Directed,22240,,6
2861,11416,Directed,22241,,5
1752,3854,Directed,22242,,4
2040,14340,Directed,22243,,1
765,12710,Directed,22244,,1
1863,10142,Directed,22245,,3
1861,12277,Directed,22246,,1
1727,3844,Directed,22247,,6
1863,12179,Directed,22248,,2
8054,12844,Directed,22249,,1
1863,12402,Directed,22250,,1
8054,3863,Directed,22251,,2
1869,3863,Directed,22252,,2
1982,12402,Directed,22253,,1
1674,12371,Directed,22254,,1
1848,3866,Directed,22255,,1
1848,10324,Directed,22256,,1
1982,3863,Directed,22257,,2
2499,11524,Directed,22258,,1
1852,8507,Directed,22259,,1
1852,3864,Directed,22260,,1
2992,12067,Directed,22261,,1
6004,10888,Directed,22262,,1
2271,6004,Directed,22263,,47
2843,11737,Directed,22264,,2
2813,11424,Directed,22265,,1
3661,11252,Directed,22266,,1
8158,934,Directed,22267,,1
3042,11454,Directed,22268,,1
5887,2282,Directed,22269,,1
6509,924,Directed,22270,,1
5816,10908,Directed,22271,,1
2825,11208,Directed,22272,,1
1507,11423,Directed,22273,,10
2282,6011,Directed,22274,,38
4325,934,Directed,22275,,2
5904,1941,Directed,22276,,1
2859,11248,Directed,22277,,4
7901,934,Directed,22278,,3
6479,934,Directed,22279,,1
971,5789,Directed,22280,,1
3304,11293,Directed,22281,,3
1392,1007,Directed,22282,,1
5789,905,Directed,22283,,1
341,4296,Directed,22284,,67
935,5802,Directed,22285,,121
941,4296,Directed,22286,,66
3050,8871,Directed,22287,,1
5868,1560,Directed,22288,,1
5653,5856,Directed,22289,,42
5601,934,Directed,22290,,1
935,5847,Directed,22291,,78
100,5600,Directed,22292,,1
1507,11424,Directed,22293,,4
3446,6006,Directed,22294,,31
3446,5836,Directed,22295,,345
2271,5846,Directed,22296,,72
5846,2271,Directed,22297,,27
3107,11203,Directed,22298,,1
3107,11238,Directed,22299,,4
4251,2455,Directed,22300,,19
2455,4251,Directed,22301,,57
2455,4303,Directed,22302,,58
2455,4281,Directed,22303,,111
412,5837,Directed,22304,,49
935,4122,Directed,22305,,13
2282,5986,Directed,22306,,13
3178,9109,Directed,22307,,2
934,5901,Directed,22308,,4
1080,11424,Directed,22309,,1
4394,8738,Directed,22310,,1
2271,6015,Directed,22311,,118
935,4227,Directed,22312,,9
2455,5977,Directed,22313,,90
663,5720,Directed,22314,,1
2282,4276,Directed,22315,,89
3446,5801,Directed,22316,,62
5653,4294,Directed,22317,,2
2531,4309,Directed,22318,,30
5914,2282,Directed,22319,,5
2282,5914,Directed,22320,,15
412,5847,Directed,22321,,74
2271,5806,Directed,22322,,4
5653,5780,Directed,22323,,155
5653,5993,Directed,22324,,20
2455,6014,Directed,22325,,80
412,4305,Directed,22326,,19
309,5904,Directed,22327,,9
5904,309,Directed,22328,,9
935,5845,Directed,22329,,15
6422,5653,Directed,22330,,1
5653,6005,Directed,22331,,48
2271,5828,Directed,22332,,26
3446,5800,Directed,22333,,21
2658,4143,Directed,22334,,3
5653,4321,Directed,22335,,82
2455,5831,Directed,22336,,109
5831,2455,Directed,22337,,30
2455,5935,Directed,22338,,278
932,4297,Directed,22339,,2
2337,11400,Directed,22340,,1
2596,11432,Directed,22341,,1
2844,11293,Directed,22342,,1
2844,9026,Directed,22343,,1
2859,11449,Directed,22344,,7
385,11424,Directed,22345,,4
670,5427,Directed,22346,,1
3411,3885,Directed,22347,,1
3351,12429,Directed,22348,,1
432,12619,Directed,22349,,2
3657,12460,Directed,22350,,1
3358,13212,Directed,22351,,5
1610,3854,Directed,22352,,2
3358,14333,Directed,22353,,4
3358,12367,Directed,22354,,3
2678,12320,Directed,22355,,1
3358,12429,Directed,22356,,4
1603,5896,Directed,22357,,2
3354,3854,Directed,22358,,2
1610,12542,Directed,22359,,3
3399,3857,Directed,22360,,2
1086,4321,Directed,22361,,1
3094,11319,Directed,22362,,2
3107,11260,Directed,22363,,2
3107,11314,Directed,22364,,2
3446,5986,Directed,22365,,65
2658,4142,Directed,22366,,2
4288,670,Directed,22367,,1
5275,940,Directed,22368,,1
1247,2271,Directed,22369,,1
5806,924,Directed,22370,,1
1393,934,Directed,22371,,1
7758,4090,Directed,22372,,2
3107,11087,Directed,22373,,1
3124,11089,Directed,22374,,1
4299,2658,Directed,22375,,1
2614,9079,Directed,22376,,1
5006,916,Directed,22377,,2
3106,11319,Directed,22378,,1
2271,5959,Directed,22379,,53
2282,5844,Directed,22380,,99
647,5819,Directed,22381,,1
2455,5867,Directed,22382,,17
684,5867,Directed,22383,,1
8447,2282,Directed,22384,,1
5867,5653,Directed,22385,,3
6016,10895,Directed,22386,,2
3107,11088,Directed,22387,,1
2282,5960,Directed,22388,,45
935,5801,Directed,22389,,186
5801,935,Directed,22390,,54
2271,4309,Directed,22391,,66
2282,5867,Directed,22392,,2
2859,10393,Directed,22393,,1
2792,8957,Directed,22394,,1
2455,4306,Directed,22395,,43
935,13445,Directed,22396,,1
2930,8711,Directed,22397,,1
5802,939,Directed,22398,,2
6365,5650,Directed,22399,,1
1007,5830,Directed,22400,,1
7758,5503,Directed,22401,,1
934,4789,Directed,22402,,1
7758,5881,Directed,22403,,1
6821,5730,Directed,22404,,1
1441,14743,Directed,22405,,1
5845,950,Directed,22406,,1
6063,934,Directed,22407,,1
2957,9037,Directed,22408,,1
310,5904,Directed,22409,,4
5904,310,Directed,22410,,4
412,4261,Directed,22411,,6
5652,5973,Directed,22412,,1
3107,9227,Directed,22413,,16
412,5774,Directed,22414,,234
934,5495,Directed,22415,,1
3446,5815,Directed,22416,,320
3446,4164,Directed,22417,,82
2833,11416,Directed,22418,,7
5653,6008,Directed,22419,,96
4300,896,Directed,22420,,4
4700,934,Directed,22421,,1
3107,9368,Directed,22422,,1
412,5834,Directed,22423,,31
7516,5904,Directed,22424,,1
5904,7516,Directed,22425,,1
5041,2658,Directed,22426,,1
5034,934,Directed,22427,,1
4218,11068,Directed,22428,,1
2846,11424,Directed,22429,,6
4671,930,Directed,22430,,1
7619,3850,Directed,22431,,1
2531,6014,Directed,22432,,6
5959,2264,Directed,22433,,1
412,5806,Directed,22434,,12
6964,341,Directed,22435,,1
5661,691,Directed,22436,,1
1864,14896,Directed,22437,,2
5961,8767,Directed,22438,,1
1753,3868,Directed,22439,,2
6038,934,Directed,22440,,1
412,4321,Directed,22441,,39
691,5838,Directed,22442,,4
934,5838,Directed,22443,,42
5904,302,Directed,22444,,2
302,5904,Directed,22445,,2
412,4118,Directed,22446,,17
3446,5822,Directed,22447,,534
3168,11319,Directed,22448,,1
2282,5973,Directed,22449,,601
2847,11558,Directed,22450,,1
2982,11424,Directed,22451,,1
3324,11319,Directed,22452,,1
7267,948,Directed,22453,,1
2282,4110,Directed,22454,,119
4110,2282,Directed,22455,,39
2455,5851,Directed,22456,,9
3107,11334,Directed,22457,,1
4145,930,Directed,22458,,1
941,5891,Directed,22459,,7
5802,931,Directed,22460,,1
4463,9798,Directed,22461,,1
5838,935,Directed,22462,,1
2859,11464,Directed,22463,,5
935,5810,Directed,22464,,32
6859,935,Directed,22465,,1
6859,9781,Directed,22466,,1
5850,916,Directed,22467,,1
5653,8419,Directed,22468,,1
5838,341,Directed,22469,,11
341,5838,Directed,22470,,14
3446,5841,Directed,22471,,32
935,5953,Directed,22472,,1
2343,11416,Directed,22473,,3
7910,934,Directed,22474,,1
5685,934,Directed,22475,,3
5653,5838,Directed,22476,,9
5838,5653,Directed,22477,,9
2531,5838,Directed,22478,,5
5838,2531,Directed,22479,,1
5653,5820,Directed,22480,,201
5820,5653,Directed,22481,,65
935,6005,Directed,22482,,25
663,4498,Directed,22483,,1
651,5838,Directed,22484,,2
412,5822,Directed,22485,,12
3679,8906,Directed,22486,,1
922,4223,Directed,22487,,11
318,5904,Directed,22488,,2
5904,318,Directed,22489,,2
941,1141,Directed,22490,,7
2282,6018,Directed,22491,,6
6018,2282,Directed,22492,,2
941,13085,Directed,22493,,1
1603,5962,Directed,22494,,3
2455,7878,Directed,22495,,1
941,25,Directed,22496,,4
4218,340,Directed,22497,,2
7052,651,Directed,22498,,1
3359,9484,Directed,22499,,1
3352,13215,Directed,22500,,1
3359,14829,Directed,22501,,1
3755,465,Directed,22502,,3
941,14389,Directed,22503,,1
347,4204,Directed,22504,,2
8287,4814,Directed,22505,,1
941,4640,Directed,22506,,6
941,4270,Directed,22507,,3
5838,930,Directed,22508,,1
5631,934,Directed,22509,,1
5188,934,Directed,22510,,1
8142,934,Directed,22511,,1
5602,905,Directed,22512,,1
7550,934,Directed,22513,,1
941,4735,Directed,22514,,2
941,8615,Directed,22515,,1
941,13864,Directed,22516,,1
3426,3857,Directed,22517,,1
2398,12484,Directed,22518,,2
941,7050,Directed,22519,,1
941,13016,Directed,22520,,1
3358,12622,Directed,22521,,3
2658,5590,Directed,22522,,1
934,1196,Directed,22523,,2
1196,1007,Directed,22524,,1
971,4321,Directed,22525,,3
941,4129,Directed,22526,,2
7985,5691,Directed,22527,,1
930,5906,Directed,22528,,1
1945,4253,Directed,22529,,2
941,3735,Directed,22530,,1
2003,6271,Directed,22531,,1
996,5911,Directed,22532,,1
941,13855,Directed,22533,,1
1795,12021,Directed,22534,,1
941,8141,Directed,22535,,3
3446,4266,Directed,22536,,3
7854,9875,Directed,22537,,1
5819,884,Directed,22538,,1
5653,5819,Directed,22539,,11
941,13074,Directed,22540,,1
1786,11497,Directed,22541,,2
941,12912,Directed,22542,,2
941,4237,Directed,22543,,2
941,12871,Directed,22544,,1
3725,934,Directed,22545,,1
1881,13343,Directed,22546,,1
941,8476,Directed,22547,,1
2455,4148,Directed,22548,,1
934,2164,Directed,22549,,1
1718,11781,Directed,22550,,1
8044,3469,Directed,22551,,1
941,10212,Directed,22552,,1
1863,6642,Directed,22553,,2
1863,8503,Directed,22554,,4
941,1209,Directed,22555,,2
3569,12547,Directed,22556,,3
1863,14887,Directed,22557,,6
1863,14666,Directed,22558,,2
1848,3862,Directed,22559,,2
1861,3860,Directed,22560,,4
1863,12399,Directed,22561,,3
7591,12491,Directed,22562,,1
1863,12842,Directed,22563,,3
1863,12435,Directed,22564,,3
1852,3859,Directed,22565,,2
941,12998,Directed,22566,,1
941,4329,Directed,22567,,1
3981,8739,Directed,22568,,1
941,13049,Directed,22569,,2
941,10612,Directed,22570,,1
7759,6005,Directed,22571,,1
470,5912,Directed,22572,,1
941,3895,Directed,22573,,1
2271,4150,Directed,22574,,12
1786,11589,Directed,22575,,1
5653,5848,Directed,22576,,11
4809,5904,Directed,22577,,1
6478,5904,Directed,22578,,2
2271,5935,Directed,22579,,178
5024,694,Directed,22580,,1
1945,5971,Directed,22581,,1
934,6216,Directed,22582,,3
941,12688,Directed,22583,,1
2531,4264,Directed,22584,,6
4264,2531,Directed,22585,,2
941,12899,Directed,22586,,1
2282,5942,Directed,22587,,26
678,5989,Directed,22588,,1
934,4410,Directed,22589,,1
412,6018,Directed,22590,,34
5653,5847,Directed,22591,,134
965,5380,Directed,22592,,1
941,14448,Directed,22593,,1
2288,8553,Directed,22594,,1
3359,14318,Directed,22595,,1
5847,2452,Directed,22596,,1
925,4113,Directed,22597,,1
934,4124,Directed,22598,,1
2282,5506,Directed,22599,,1
781,5848,Directed,22600,,1
6009,2282,Directed,22601,,4
6962,2282,Directed,22602,,1
412,5991,Directed,22603,,30
2282,5979,Directed,22604,,61
2096,651,Directed,22605,,1
5816,876,Directed,22606,,1
5816,654,Directed,22607,,1
6872,655,Directed,22608,,1
5457,5911,Directed,22609,,1
691,4384,Directed,22610,,1
5912,10898,Directed,22611,,1
2668,3852,Directed,22612,,1
5829,412,Directed,22613,,1
5776,940,Directed,22614,,1
7232,8995,Directed,22615,,1
4110,948,Directed,22616,,1
5904,7012,Directed,22617,,1
164,9908,Directed,22618,,1
4552,2264,Directed,22619,,1
2282,13424,Directed,22620,,1
4321,937,Directed,22621,,1
2282,5977,Directed,22622,,452
2271,5973,Directed,22623,,47
263,5961,Directed,22624,,1
6552,924,Directed,22625,,2
1007,5963,Directed,22626,,1
8177,651,Directed,22627,,1
2455,4273,Directed,22628,,125
5881,930,Directed,22629,,1
7353,8994,Directed,22630,,1
6908,896,Directed,22631,,1
1144,1007,Directed,22632,,1
29,934,Directed,22633,,1
2271,4244,Directed,22634,,2
5822,693,Directed,22635,,1
7856,698,Directed,22636,,1
691,8336,Directed,22637,,1
941,5776,Directed,22638,,467
934,6620,Directed,22639,,2
934,8165,Directed,22640,,1
2282,4476,Directed,22641,,1
932,5856,Directed,22642,,2
752,11820,Directed,22643,,2
1086,4107,Directed,22644,,1
792,5946,Directed,22645,,4
941,5912,Directed,22646,,2
4067,5652,Directed,22647,,2
5858,2282,Directed,22648,,2
2282,5858,Directed,22649,,6
7622,12478,Directed,22650,,1
858,9937,Directed,22651,,1
8165,950,Directed,22652,,3
3446,4255,Directed,22653,,9
7758,4275,Directed,22654,,1
8161,6015,Directed,22655,,1
5316,10874,Directed,22656,,1
648,5969,Directed,22657,,1
8399,9899,Directed,22658,,1
5653,4285,Directed,22659,,102
895,4281,Directed,22660,,3
4321,407,Directed,22661,,1
909,5904,Directed,22662,,3
651,15081,Directed,22663,,1
3446,5774,Directed,22664,,412
2637,6168,Directed,22665,,1
2271,13873,Directed,22666,,1
971,5828,Directed,22667,,1
2939,9133,Directed,22668,,1
6151,934,Directed,22669,,1
5653,4264,Directed,22670,,116
5653,4257,Directed,22671,,84
2455,5993,Directed,22672,,29
6913,896,Directed,22673,,1
934,8440,Directed,22674,,2
930,6889,Directed,22675,,1
2455,5961,Directed,22676,,81
2843,10040,Directed,22677,,1
3569,14834,Directed,22678,,1
935,14231,Directed,22679,,1
952,5976,Directed,22680,,1
2455,5197,Directed,22681,,1
792,5798,Directed,22682,,2
6429,934,Directed,22683,,1
4603,934,Directed,22684,,1
7388,5908,Directed,22685,,7
6309,9543,Directed,22686,,1
5318,653,Directed,22687,,1
8006,656,Directed,22688,,1
1005,4110,Directed,22689,,1
2282,4322,Directed,22690,,1
3446,5942,Directed,22691,,2
934,8479,Directed,22692,,1
7882,937,Directed,22693,,1
6657,10878,Directed,22694,,1
2271,4300,Directed,22695,,15
6204,935,Directed,22696,,1
1983,12384,Directed,22697,,1
1983,12859,Directed,22698,,1
8055,3884,Directed,22699,,2
1864,12459,Directed,22700,,2
1870,3876,Directed,22701,,3
3564,12570,Directed,22702,,1
4278,917,Directed,22703,,1
3723,940,Directed,22704,,1
4278,940,Directed,22705,,1
2282,5832,Directed,22706,,389
971,5784,Directed,22707,,1
691,5612,Directed,22708,,1
4999,651,Directed,22709,,1
6023,691,Directed,22710,,1
604,8988,Directed,22711,,1
935,13146,Directed,22712,,1
412,5702,Directed,22713,,1
412,4568,Directed,22714,,1
398,5850,Directed,22715,,1
935,7827,Directed,22716,,1
642,4139,Directed,22717,,1
2282,7284,Directed,22718,,1
934,4240,Directed,22719,,4
7180,15089,Directed,22720,,1
1559,8715,Directed,22721,,1
4298,1565,Directed,22722,,1
2271,4149,Directed,22723,,51
7757,5828,Directed,22724,,1
1603,5528,Directed,22725,,1
6848,934,Directed,22726,,1
7257,651,Directed,22727,,1
6047,651,Directed,22728,,1
1745,11573,Directed,22729,,1
1795,11633,Directed,22730,,1
2028,12117,Directed,22731,,1
1812,10725,Directed,22732,,1
8048,11850,Directed,22733,,1
8,11883,Directed,22734,,1
1812,11000,Directed,22735,,1
1812,11923,Directed,22736,,1
1812,11898,Directed,22737,,1
952,5912,Directed,22738,,1
5851,924,Directed,22739,,1
2668,12322,Directed,22740,,5
1795,3457,Directed,22741,,2
934,13577,Directed,22742,,1
5653,4261,Directed,22743,,115
3304,11389,Directed,22744,,1
5856,1889,Directed,22745,,1
3359,10155,Directed,22746,,3
5485,935,Directed,22747,,2
670,4112,Directed,22748,,3
996,5989,Directed,22749,,1
5678,11011,Directed,22750,,1
6649,934,Directed,22751,,1
1604,5801,Directed,22752,,1
7794,5806,Directed,22753,,1
651,587,Directed,22754,,1
935,7839,Directed,22755,,1
8420,950,Directed,22756,,1
683,5793,Directed,22757,,1
4067,464,Directed,22758,,3
7068,465,Directed,22759,,1
3010,11347,Directed,22760,,1
1712,11778,Directed,22761,,3
1442,8570,Directed,22762,,1
935,4336,Directed,22763,,1
935,4186,Directed,22764,,1
4151,935,Directed,22765,,95
2825,11426,Directed,22766,,9
1940,3868,Directed,22767,,1
1983,3868,Directed,22768,,1
2842,11417,Directed,22769,,7
1441,5847,Directed,22770,,1
2455,5976,Directed,22771,,15
2859,11285,Directed,22772,,1
3045,11417,Directed,22773,,3
972,5790,Directed,22774,,1
934,4588,Directed,22775,,2
1753,3849,Directed,22776,,2
1864,10159,Directed,22777,,2
6210,934,Directed,22778,,2
6009,670,Directed,22779,,1
4569,905,Directed,22780,,1
7280,948,Directed,22781,,1
4192,651,Directed,22782,,1
720,5917,Directed,22783,,1
1864,8505,Directed,22784,,2
1858,3862,Directed,22785,,2
896,5944,Directed,22786,,1
2937,9117,Directed,22787,,1
5855,693,Directed,22788,,1
465,5855,Directed,22789,,51
932,5858,Directed,22790,,1
433,3864,Directed,22791,,2
3359,8507,Directed,22792,,1
3400,3867,Directed,22793,,1
3359,12769,Directed,22794,,1
941,4295,Directed,22795,,2
941,7723,Directed,22796,,2
3446,4113,Directed,22797,,103
2455,5832,Directed,22798,,91
5934,934,Directed,22799,,1
6391,934,Directed,22800,,1
352,5816,Directed,22801,,1
1735,11786,Directed,22802,,3
6933,9638,Directed,22803,,1
2929,9297,Directed,22804,,1
2782,11389,Directed,22805,,3
2859,10040,Directed,22806,,1
5941,905,Directed,22807,,1
2468,4415,Directed,22808,,1
1025,11417,Directed,22809,,4
2455,4259,Directed,22810,,183
4689,689,Directed,22811,,1
1441,4253,Directed,22812,,1
7686,934,Directed,22813,,3
934,7862,Directed,22814,,1
1786,9955,Directed,22815,,1
2602,11417,Directed,22816,,7
1939,3860,Directed,22817,,1
6077,691,Directed,22818,,1
2869,11417,Directed,22819,,6
2830,11480,Directed,22820,,1
5587,934,Directed,22821,,1
833,12464,Directed,22822,,3
1983,3874,Directed,22823,,7
1862,3877,Directed,22824,,3
2455,4261,Directed,22825,,12
1939,12352,Directed,22826,,2
941,4262,Directed,22827,,1
341,86,Directed,22828,,1
470,4205,Directed,22829,,1
935,1159,Directed,22830,,3
2455,5827,Directed,22831,,64
1404,934,Directed,22832,,1
7954,9875,Directed,22833,,1
4252,2271,Directed,22834,,2
2271,4252,Directed,22835,,8
2455,4299,Directed,22836,,51
4299,2455,Directed,22837,,18
2271,5852,Directed,22838,,195
2658,5835,Directed,22839,,2
8409,348,Directed,22840,,1
8421,10916,Directed,22841,,1
5175,934,Directed,22842,,1
5979,10902,Directed,22843,,1
2041,3876,Directed,22844,,2
766,12723,Directed,22845,,1
1860,3876,Directed,22846,,3
2934,8907,Directed,22847,,2
2271,5855,Directed,22848,,123
5213,14482,Directed,22849,,1
6517,934,Directed,22850,,2
1086,5876,Directed,22851,,1
2398,12475,Directed,22852,,4
1441,4264,Directed,22853,,3
427,4218,Directed,22854,,2
1814,11762,Directed,22855,,2
1812,10060,Directed,22856,,3
412,4520,Directed,22857,,1
2028,3459,Directed,22858,,1
952,4258,Directed,22859,,1
7606,11889,Directed,22860,,2
1327,1007,Directed,22861,,1
1786,11815,Directed,22862,,4
1786,11651,Directed,22863,,2
1786,3459,Directed,22864,,4
1786,11575,Directed,22865,,3
1611,12809,Directed,22866,,1
2266,4299,Directed,22867,,1
2271,4299,Directed,22868,,1
2246,4113,Directed,22869,,1
6627,412,Directed,22870,,1
6325,930,Directed,22871,,2
7622,3844,Directed,22872,,3
1863,12157,Directed,22873,,5
8054,3844,Directed,22874,,4
1863,12689,Directed,22875,,3
2040,12315,Directed,22876,,4
1674,3844,Directed,22877,,9
5832,5653,Directed,22878,,20
5653,5832,Directed,22879,,55
2282,4255,Directed,22880,,196
3446,4321,Directed,22881,,331
5941,2531,Directed,22882,,25
2531,5941,Directed,22883,,79
6017,465,Directed,22884,,77
2282,5969,Directed,22885,,416
2455,5960,Directed,22886,,63
2271,4112,Directed,22887,,41
2455,4297,Directed,22888,,419
2455,5821,Directed,22889,,221
2531,4151,Directed,22890,,267
941,5965,Directed,22891,,155
412,4143,Directed,22892,,213
465,5856,Directed,22893,,435
5792,2655,Directed,22894,,1
5847,924,Directed,22895,,1
3750,916,Directed,22896,,2
4163,916,Directed,22897,,1
2686,5952,Directed,22898,,1
7623,12469,Directed,22899,,1
934,5589,Directed,22900,,1
2282,5774,Directed,22901,,154
2658,4550,Directed,22902,,1
2916,9248,Directed,22903,,1
2531,4257,Directed,22904,,45
7758,4150,Directed,22905,,3
670,4150,Directed,22906,,1
2531,4107,Directed,22907,,89
5653,4113,Directed,22908,,143
6021,2658,Directed,22909,,2
2455,5817,Directed,22910,,553
465,6009,Directed,22911,,235
2154,646,Directed,22912,,1
6009,465,Directed,22913,,64
2531,5792,Directed,22914,,297
5792,2531,Directed,22915,,142
935,5832,Directed,22916,,75
2282,5836,Directed,22917,,31
5653,6006,Directed,22918,,116
651,5775,Directed,22919,,169
2271,5795,Directed,22920,,143
934,7717,Directed,22921,,1
412,5958,Directed,22922,,128
1786,11973,Directed,22923,,1
5958,412,Directed,22924,,51
3377,9252,Directed,22925,,1
3057,9125,Directed,22926,,2
5775,412,Directed,22927,,1
412,5775,Directed,22928,,3
4778,934,Directed,22929,,1
1812,12120,Directed,22930,,1
5161,5653,Directed,22931,,1
8148,10916,Directed,22932,,1
5653,10288,Directed,22933,,1
3558,11777,Directed,22934,,2
1745,11762,Directed,22935,,1
4937,694,Directed,22936,,1
465,5831,Directed,22937,,4
2843,11614,Directed,22938,,1
2918,9248,Directed,22939,,2
465,5795,Directed,22940,,1
2939,8704,Directed,22941,,1
5902,2531,Directed,22942,,183
2531,5902,Directed,22943,,470
465,5776,Directed,22944,,3
1220,10008,Directed,22945,,1
1786,11912,Directed,22946,,1
1786,11177,Directed,22947,,1
1696,11755,Directed,22948,,1
1912,11815,Directed,22949,,1
2278,5975,Directed,22950,,1
7234,948,Directed,22951,,2
465,5775,Directed,22952,,359
470,5772,Directed,22953,,1
4932,11061,Directed,22954,,1
5792,624,Directed,22955,,1
1417,1007,Directed,22956,,1
2452,5912,Directed,22957,,2
460,4218,Directed,22958,,1
465,4294,Directed,22959,,8
975,4310,Directed,22960,,1
5991,2658,Directed,22961,,3
7935,9875,Directed,22962,,3
7100,9855,Directed,22963,,1
2658,13057,Directed,22964,,1
6378,2531,Directed,22965,,1
4647,2455,Directed,22966,,1
7219,934,Directed,22967,,3
2455,4145,Directed,22968,,96
2751,9252,Directed,22969,,1
5852,685,Directed,22970,,1
93,952,Directed,22971,,1
7117,934,Directed,22972,,1
934,2123,Directed,22973,,3
1795,10561,Directed,22974,,5
934,14385,Directed,22975,,1
4771,924,Directed,22976,,1
7976,9874,Directed,22977,,1
820,6271,Directed,22978,,2
412,13082,Directed,22979,,1
1863,14677,Directed,22980,,1
432,3859,Directed,22981,,3
2398,3859,Directed,22982,,2
934,4262,Directed,22983,,4
477,6014,Directed,22984,,1
6352,2529,Directed,22985,,1
2531,2125,Directed,22986,,1
2531,5848,Directed,22987,,1
4145,653,Directed,22988,,1
7054,9553,Directed,22989,,1
653,5912,Directed,22990,,2
427,5858,Directed,22991,,1
3311,9122,Directed,22992,,1
5973,1565,Directed,22993,,1
5653,4112,Directed,22994,,350
934,4638,Directed,22995,,3
7827,934,Directed,22996,,1
2930,9133,Directed,22997,,1
3426,14889,Directed,22998,,1
2282,8412,Directed,22999,,1
840,5409,Directed,23000,,1
3365,3861,Directed,23001,,5
4527,465,Directed,23002,,1
5912,462,Directed,23003,,2
1441,6223,Directed,23004,,1
833,8515,Directed,23005,,1
472,5772,Directed,23006,,2
1864,13830,Directed,23007,,2
1862,3876,Directed,23008,,2
7623,12509,Directed,23009,,2
691,13408,Directed,23010,,1
465,4338,Directed,23011,,1
691,6394,Directed,23012,,1
952,4320,Directed,23013,,2
996,5827,Directed,23014,,1
2668,12837,Directed,23015,,1
2610,8907,Directed,23016,,1
6844,934,Directed,23017,,1
5847,9875,Directed,23018,,1
316,4218,Directed,23019,,2
2375,6014,Directed,23020,,1
4226,5644,Directed,23021,,1
1768,11750,Directed,23022,,1
7675,2271,Directed,23023,,1
3507,5847,Directed,23024,,1
5904,862,Directed,23025,,1
1982,12390,Directed,23026,,2
4153,934,Directed,23027,,2
5991,670,Directed,23028,,1
934,7272,Directed,23029,,1
447,5775,Directed,23030,,1
679,5859,Directed,23031,,1
5480,935,Directed,23032,,1
1603,6017,Directed,23033,,2
971,5889,Directed,23034,,2
1881,13354,Directed,23035,,1
2915,9290,Directed,23036,,1
6697,896,Directed,23037,,2
4457,2531,Directed,23038,,1
1863,12485,Directed,23039,,5
304,5904,Directed,23040,,2
5904,304,Directed,23041,,2
5904,312,Directed,23042,,1
312,5904,Directed,23043,,1
2101,2447,Directed,23044,,1
2234,5975,Directed,23045,,1
4533,8748,Directed,23046,,1
2271,5053,Directed,23047,,1
2486,13279,Directed,23048,,1
